Molecule ChEMBL ID,Activity Type,Value,Units,Target ChEMBL ID,Gene Symbol,Gene Description,SMILES
CHEMBL256893,IC50,14.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(Cc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL257528,IC50,8.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,NC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(C4CCNCC4)cc3)ncc2c1=O
CHEMBL404909,IC50,93.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)c(O)c2)CC1
CHEMBL255584,IC50,8.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2cccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)c2)CC1
CHEMBL255794,IC50,7.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC(C)N1
CHEMBL271461,IC50,5.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,NC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc2c1=O
CHEMBL271460,IC50,280.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,NC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccccc3)ncc2c1=O
CHEMBL257664,IC50,420.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CNC(=O)c1cn(Cc2ccccc2)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL257865,IC50,730.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccccc5)c4n3)cc2)CC1
CHEMBL257665,IC50,81.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CC6CCC5C6)c4n3)cc2)CC1
CHEMBL272117,IC50,56.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CCCC5)c4n3)cc2)CC1
CHEMBL272332,IC50,35.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CCCCC5)c4n3)cc2)CC1
CHEMBL255181,IC50,68.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCNC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL255182,IC50,31.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CNC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL272738,IC50,56.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3cc4c(cn3)c(=O)c(C(N)=O)cn4-c3ccc4c(c3)CCC4)cc2)CC1
CHEMBL414001,IC50,13.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL257320,IC50,1100.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(=O)O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL256893,IC50,14.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(Cc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL414001,IC50,13.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL261849,IC50,30.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
CHEMBL406375,IC50,300.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1
CHEMBL252436,IC50,1.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL429855,IC50,60.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCS(=O)(=O)CC3)c2)CC1
CHEMBL258238,IC50,150.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CNCCC3)c2)CC1
CHEMBL256712,IC50,2.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCCCC3)c2)CC1
CHEMBL257153,IC50,60.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,N#Cc1cnc(C(=O)Nc2ccc(C3CCNCC3)cc2C2=CCS(=O)(=O)CC2)[nH]1
CHEMBL256950,IC50,8.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,N#Cc1cnc(C(=O)Nc2ccc(C3CCNCC3)cc2C2=CCCC2)[nH]1
CHEMBL402337,IC50,0.4,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CC=C(c2cc(C3CCNCC3)ccc2NC(=O)c2ncc(C#N)[nH]2)CC1
CHEMBL257154,IC50,1.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,N#Cc1cnc(C(=O)Nc2ccc(C3CCNCC3)cc2C2=CCCCC2)[nH]1
CHEMBL257620,IC50,0.8,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC(=O)N1CCC(c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCC(C)CC3)c2)CC1
CHEMBL438533,IC50,0.3,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(C3CCNCC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL255443,IC50,0.8,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(C3=CCNCC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL402908,IC50,5.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(C#CCN3CCOCC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL430214,IC50,16.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(C#CCN(C)S(C)(=O)=O)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL255501,IC50,15.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(C#CCN(C)C)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL261699,IC50,2.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(/C=C/C(=O)O)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL411471,IC50,38.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(/C=C/C(=O)OC(C)(C)C)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL258709,IC50,10.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(-c3ccncc3)ccc2NC(=O)c2ccc(C#N)o2)CC1
CHEMBL408431,IC50,54.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1=C(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2ccc(C#N)o2)CCCC1
CHEMBL265432,IC50,18.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(C3=CCCCC3)c2)CC1
CHEMBL427775,IC50,60.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(C3=CCOCC3)c2)CC1
CHEMBL265433,IC50,940.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1sccc1-c1cc(N2CCN(C)CC2)ccc1NC(=O)c1ccc(C#N)o1
CHEMBL258461,IC50,470.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccsc1-c1cc(N2CCN(C)CC2)ccc1NC(=O)c1ccc(C#N)o1
CHEMBL258680,IC50,890.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(-c3ccccc3F)c2)CC1
CHEMBL258474,IC50,630.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccccc1-c1cc(N2CCN(C)CC2)ccc1NC(=O)c1ccc(C#N)o1
CHEMBL254702,IC50,0.8,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2cc(C#N)c[nH]2)CC1
CHEMBL488840,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)ncnc21
CHEMBL507803,IC50,11.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1cccnc1
CHEMBL472512,IC50,140.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cnc(C3CC3)s2)c1)c1cccc(C(F)(F)F)c1
CHEMBL472343,IC50,31.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cc(C)cc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cnc(C(C)C)s3)c2)c1
CHEMBL472342,IC50,13.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC(C)c1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)s1
CHEMBL513588,IC50,11.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ncc(NC(=O)c2cc(NC(=O)c3cc(F)cc(Cl)c3)ccc2Cl)s1
CHEMBL459675,IC50,7.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ncc(NC(=O)c2cc(NC(=O)c3cc(F)cc(C(F)(F)F)c3)ccc2Cl)s1
CHEMBL462128,IC50,6.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cc(C)cc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cnc(C)s3)c2)c1
CHEMBL444671,IC50,4.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cc(C)cc(C(=O)Nc2ccc(C)c(C(=O)Nc3cnc(C)s3)c2)c1
CHEMBL462133,IC50,4.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ncc(NC(=O)c2cc(NC(=O)c3cccc(Cl)c3)ccc2Cl)s1
CHEMBL462130,IC50,7.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ncc(NC(=O)c2cc(NC(=O)c3cccc(Cl)c3)ccc2C)s1
CHEMBL462132,IC50,7.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)s1
CHEMBL461574,IC50,10.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)s1
CHEMBL461573,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cc(C)cc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cncs3)c2)c1
CHEMBL461572,IC50,5.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cncs2)c1)c1cccc(Cl)c1
CHEMBL517437,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cncs2)c1)c1cccc(C(F)(F)F)c1
CHEMBL461365,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1ccc(Cl)c(Cl)c1
CHEMBL459674,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cc(Cl)cc(Cl)c1
CHEMBL459471,IC50,5.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccnc3)c2)cc1C
CHEMBL459470,IC50,8.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cc(C)cc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccnc3)c2)c1
CHEMBL516813,IC50,16.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN(C)c1cccc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccnc3)c2)c1
CHEMBL461952,IC50,9.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,COc1cccc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccnc3)c2)c1
CHEMBL461951,IC50,14.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cccc(Br)c1
CHEMBL461950,IC50,10.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cccc(Cl)c1
CHEMBL512385,IC50,25.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cccc(F)c1
CHEMBL454876,IC50,10.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cccc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccnc3)c2)c1
CHEMBL510386,IC50,16.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cccc(C(F)(F)F)c1
CHEMBL469883,IC50,6900.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1
CHEMBL454105,IC50,32.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NC(=O)c1cccnc1
CHEMBL454104,IC50,37.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1
CHEMBL454616,IC50,89.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1
CHEMBL1567,IC50,12.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
CHEMBL518051,IC50,15.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CS(=O)(=O)O.O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
CHEMBL522892,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
CHEMBL497350,IC50,100.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccc(CN5CCN(C)CC5)cc4)ccc3C)c(C)c2)o1
CHEMBL521887,IC50,4.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc2ccncc2c1
CHEMBL497353,IC50,90.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc2c(N)noc2c1
CHEMBL496129,IC50,90.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc(-c2csc(N)n2)cc1
CHEMBL523559,IC50,700.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1nnc(-c2ccc(-c3cc(C(=O)Nc4cccc(N5CCOCC5)c4)ccc3C)c(C)c2)o1
CHEMBL485286,IC50,7000.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1
CHEMBL526639,IC50,600.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2ccncc2c1
CHEMBL505896,IC50,37.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1
CHEMBL491429,IC50,71.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,O=C(Nc1cncnc1)c1c(Cl)ccc2c(Nc3cccc(C(F)(F)F)c3)noc12
CHEMBL414001,IC50,13.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL403776,IC50,0.8,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(CCc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL511484,IC50,1.2,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CNC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL472403,IC50,1.4,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CNC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2c1=O
CHEMBL507619,IC50,3.2,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCNC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL451918,IC50,0.7,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CN1CCN(CCc2ccc(Nc3ncc4c(=O)c(C(=O)NCCO)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1
CHEMBL505830,IC50,0.7,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL451575,IC50,0.5,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL509044,IC50,0.5,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CC(C)ONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL514153,IC50,75.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(NCc3ccccc3)ncc2c1=O
CHEMBL523802,IC50,15.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCCCNc1ncc2c(=O)c(C(=O)NOC)cn(-c3ccc4c(c3)CCC4)c2n1
CHEMBL491078,IC50,5.2,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(OC)nc3)ncc2c1=O
CHEMBL522834,IC50,1.3,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2c1=O
CHEMBL455591,IC50,1.7,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCC(F)(F)CC4)cc3)ncc2c1=O
CHEMBL448117,IC50,0.8,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCNC(=O)C4)cc3)ncc2c1=O
CHEMBL508935,IC50,0.8,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCN(C)C(=O)C4)cc3)ncc2c1=O
CHEMBL444454,IC50,2.4,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCS(=O)(=O)NC(C)=O)cc3)ncc2c1=O
CHEMBL489298,IC50,0.5,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(C4CCNCC4)cc3)ncc2c1=O
CHEMBL451931,IC50,1.3,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(C4CCN(CCO)CC4)cc3)ncc2c1=O
CHEMBL452965,IC50,2.2,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(C4CCN(CC(=O)O)CC4)cc3)ncc2c1=O
CHEMBL492809,IC50,0.4,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(C4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL445519,IC50,0.7,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(C4CCN(C)CC4(F)F)cc3)ncc2c1=O
CHEMBL448339,IC50,0.8,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCN1CCCC(O)(c2cccc(Nc3ncc4c(=O)c(C(=O)NOC)cn(-c5ccc6c(c5)CCC6)c4n3)c2)C1
CHEMBL489684,IC50,0.3,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCc1ccc(-n2cc(C(=O)NOC)c(=O)c3cnc(Nc4ccc(C5CCN(C)CC5)cc4)nc32)cc1
CHEMBL489881,IC50,0.4,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCc1cccc(-n2cc(C(=O)NOC)c(=O)c3cnc(Nc4ccc(C5CCN(C)CC5)cc4)nc32)c1
CHEMBL450914,IC50,7.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCN1CCCC(O)(c2cccc(Nc3ncc4c(=O)c(C(=O)NOC)cn(-c5cnc6c(c5)CCC6)c4n3)c2)C1
CHEMBL521580,IC50,0.4,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(C2CCC(C)(C)CC2)c2nc(Nc3ccc(C4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL489883,IC50,5.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(C2CCCCC2)c2nc(Nc3ccc(C4CCN(C)CC4)cc3)ncc2c1=O
CHEMBL490080,IC50,4.1,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CONC(=O)c1cn(C2CCCCC2)c2nc(Nc3ccc(CCN4CCCC4)cc3)ncc2c1=O
CHEMBL1336,IC50,19.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
CHEMBL460472,IC50,238.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL453057,IC50,4.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)ccn4c3N)cc2)c1
CHEMBL521262,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN(C)C
CHEMBL480814,IC50,3.0,nM,CHEMBL1844,CSF1R,Colony Stimulating Factor 1 Receptor,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1NCCN(C)C
